timestamp,equity,drawdown_pct
2024-03-29 09:30:00,11428.722834,-0.838154396118327
2024-03-30 09:30:00,11486.682834,-0.3352617584473403
2024-03-31 09:30:00,11544.642834,0.0
2024-04-01 09:30:00,11602.602834,0.0
2024-04-02 09:30:00,11660.562834,0.0
2024-04-03 09:30:00,11718.522834,0.0
2024-04-04 09:30:00,11776.482834,0.0
2024-04-05 09:30:00,11834.442834,0.0
2024-04-06 09:30:00,11506.002834,-2.775289082950322
2024-04-07 09:30:00,11563.962834,-2.2855321859590942
2024-04-08 09:30:00,11621.922834,-1.7957752889678509
2024-04-09 09:30:00,11679.882834,-1.306018391976623
2024-04-10 09:30:00,11737.842834,-0.8162614949853951
2024-04-11 09:30:00,11795.802834,-0.32650459799415193
2024-04-12 09:30:00,11853.762834,0.0
2024-04-13 09:30:00,11911.722834,0.0
2024-04-14 09:30:00,11969.682834,0.0
2024-04-15 09:30:00,12027.642834,0.0
2024-04-16 09:30:00,12085.602834,0.0
2024-04-17 09:30:00,12143.562834,0.0
2024-04-18 09:30:00,11815.122834,-2.704642817678037
2024-04-19 09:30:00,11873.082834,-2.2273529086760235
2024-04-20 09:30:00,11931.042834,-1.750062999674025
2024-04-21 09:30:00,11989.002834,-1.2727730906720114
2024-04-22 09:30:00,12046.962834,-0.7954831816700126
2024-04-23 09:30:00,12104.922834,-0.31819327266799907
2024-04-24 09:30:00,12162.882834,0.0
2024-04-25 09:30:00,12220.842834,0.0
2024-04-26 09:30:00,12278.802834,0.0
2024-04-27 09:30:00,12336.762834,0.0
2024-04-28 09:30:00,12394.722834,0.0
2024-04-29 09:30:00,12452.682834,0.0
2024-04-30 09:30:00,12124.242834,-2.6375039369287347
2024-05-01 09:30:00,12182.202834,-2.172062065706022
2024-05-02 09:30:00,12240.162834,-1.7066201944832944
2024-05-03 09:30:00,12298.122834,-1.2411783232605818
2024-05-04 09:30:00,12356.082834,-0.7757364520378545
2024-05-05 09:30:00,12414.042834,-0.3102945808151418
2024-05-06 09:30:00,12472.002834,0.0
2024-05-07 09:30:00,12529.962834,0.0
2024-05-08 09:30:00,12587.922834,0.0
2024-05-09 09:30:00,12645.882834,0.0
2024-05-10 09:30:00,12703.842834,0.0
2024-05-11 09:30:00,12761.802834,0.0
2024-05-12 09:30:00,12433.362834,-2.573617570120818
2024-05-13 09:30:00,12491.322834,-2.1194497636289023
2024-05-14 09:30:00,12549.282834,-1.665281957137001
2024-05-15 09:30:00,12607.242834,-1.211114150645085
2024-05-16 09:30:00,12665.202834,-0.7569463441531835
2024-05-17 09:30:00,12723.162834,-0.3027785376612677
2024-05-18 09:30:00,12781.122834,0.0
2024-05-19 09:30:00,12839.082834,0.0
